,full_text
1093,Do you know where our low factorofsafety is coming from ? 
1094,yo  what is your factorofsafety ? 
1095,what is your factorofsafety ? 
1096,No idea
1097,mine is  2   44 
1098,We were at excellent and now poor  did you change anything ? 
1099,mass :  2   12  factorofsafety :   7   02  right now
1100,our factor of safety went down
1101,mass :  2   12  factorofsafety :   7   02  right now
1102,piston is about to update me with pistonborediameter  I need it to be low too  How about you
1103,Is the mass significantly increased ? 
1104,mass :  2   12  factorofsafety :   7   02  right now
1105,mass :  2   12  factorofsafety :   7   02  right now
1106, ? 
1107,where they maximum minimum of both variables ? 
1108,Is there any way you can decrease the mass ? 
1109,We were at exceelent and now poor  did you change anything ? 
1110,Didn t change anything  We need to decrease mass
1111,ms is just below  2   factorofsafety is around  20 
1112,do you have an input i should try ? 
1113,We once had an excellent quality though
1114,or avg
1115,only need a factorofsafety of  2 
1116,okay  I will see what i can do with  53 
1117,Our factorofsafety was at like  2   5  and mass was at  44   Not sure what changed but it all just went down a ton 
1118,What values do you need ? 
1119, Copy pasting to everyone  :  We could try having everyone put their system to maximum factorofsafety  and then slowly decreasing factors to recuce mass
1120,someone is messing this up  are values are getting very bad
1121,crankshaft told me to maximize the diameter  so I used  70 mm
1122, Copy pasting to everyone  :  We could try having everyone put their system to maximum factorofsafety  and then slowly decreasing factors to recuce mass
1123,i set my values to their minimum because i think we had excellent earlier
1124, Copy pasting to everyone  :  We could try having everyone put their system to maximum factorofsafety  and then slowly decreasing factors to recuce mass
1125, Copy pasting to everyone  :  We could try having everyone put their system to maximum factorofsafety  and then slowly decreasing factors to recuce mass
1126,yeah thats ok the factorofsafety for othee s will be less
1127,alright I will try and reduce the mass
1128,i just rebroadcasted
1129,ok I have mass :   3   05   factorofsafety  2   02 
1130, 3286  right now
1131,Yeah everything is going down now  Not sure why  I haven t chantged anything for like  10  mins 
1132,the thickness t _ I  ranges from  5  to  15  mm  and ratio r 1   ranges from  5  to  5 
1133,I feel like its the crankshaft guy  everyone else has high factorofsafety
1134,Every  10  pistonborediameter I decrease from  70   mass decrease like  0   2 - 0   3 
1135,thickness is  10  and diameter is  22 
1136,i just changed my variables back to their minimum
1137,I think you could decrease mass bc factorofsafety only needs to be above  2 
1138,Must be
1139,also broadcast those  I am not using your variables others might
1140,He wont respond lol
1141, 85  seems good for now  testing my own combinations
1142, 4 
1143,it was excelent  someone messed it up
1144,thats what they were at when we had excellent
1145,i tried  95 
1146,the minimum mass I have while the factorofsafety is above  2  is  5   45   I have made  14  simulations to justify the result 
1147,My values of  150  and  50  are getting me highest factorofsafety and lowest mass
1148,It doesn t matter for me
1149,I can increase the factorofsafety  but it almost isn t worth it with how much weight is added on
1150,ok ill see
1151,i have mass  1   27   factorofsafety :   15886 
1152,Cause the factorofsafety only goes up by like   5 
1153,Great
1154,I need a bore of at most  48 
1155,Yeah  mass is still high though
1156,otherwise my factorofsafety is below  1 
1157,is that a typo ? 
1158,piston told me  crankshaft want him to have miximum diameter
1159,also what are your flywheeldiameter and flywheelthickness values
1160,no my mass is  3   05  and my factorofsafety is  2   02 
1161,i feel like we care about the lowest factorofsafety of all subsystems
1162,factorofsafety is good  Mass is  10 kg too high
1163, ?  ?  ? 
1164,no it is not
1165,The global variables are giving our current factorofsafety is  0   57  so I think we need to maximize that
1166,The factorofsafety is  2   03   so there are no improvements available
1167,so my guess is that if you re higher than  2  you re good
1168,how ?  are you broadcasting it ? 
1169,My sim shows mass equals to  29   24   f equals to  2   83 
1170,my best values currently are flywheelthickness  equals to   10  flywheeldiameter  equals to   25 
1171,flywheel factorofsafety are all very high
1172,wow ok
1173,My sim shows mass equals to  29   24   f equals to  2   83 
1174,what are your values currently at ? 
1175,someones factorofsafety is too low
1176,what are your values currently at ? 
1177,That s pretty minimal
1178,flywheel says they have an factorofsafety of  3286  apparently ? 
1179,what are your values currently at ? 
1180,now we are at very good
1181,Ok
1182,now VERY GOOd  we should sit here
1183,now we are at very good
1184,factorofsafety decrease like  2 - 3 
1185,yeah  told him to reduce it to save some weight
1186, To all  :   Very Good  is fine with me
1187, To all  :   Very Good  is fine with me
1188, To all  :   Very Good  is fine with me
1189, To all  :   Very Good  is fine with me
1190,you mean the global variables ?  the factorofsafety is  0   57  right now
1191,ok how much can you decrease mass before below  2  ? 
1192,what is your factorofsafety ? 
1193,I haven t heard anything from the crankshaft guy
1194,Works for me
1195, 2   83 
1196,ok don t change anything
1197,no we should go for excellent
1198,Will experiment
1199,we already had it once
1200,howeffect on mass
1201,ok don t change anything
1202,ok don t change anything
1203,ok don t change anything
1204,Was  12  and  40  still your used numbers ? 
1205,We get   17  if no one touches anything  Save your values lol 
1206,for your ouputs only ? 
1207,We get   17  if no one touches anything  Save your values lol 
1208,agreed  we can still try to look for improvements
1209,We get   17  if no one touches anything  Save your values lol 
1210,How s the effect of the diameter on mass ? 
1211,Mass is  2   5   factorofsafety is  0   57 
1212,or global ? 
1213,Is  75  still the number youre going with
1214, To all  :  ok with results
1215,How big of a difference between  45  and  48  is there for your factorofsafety
1216, To all  :  ok with results
1217, To all  :  ok with results
1218,yes
1219, To all  :  ok with results
1220,very big
1221,who got very good and broadcast those values
1222,yeah we are now at very good
1223,increases
1224,My outputs  Global is  34   35  and  0   81 
1225,What could i do to help your factorofsafety go up ? 
1226,who got very good and broadcast those values
1227,I mass not sure why they aren t updating though when I change my input values
1228,also decreases my factorofsafety
1229,who got very good and broadcast those values
1230,do you need it to be higher or lower ? 
